Journal_Title_Normalized,added,Journal Title,ISSN,Remove_Date,Add_Date,Reason,Data Source,URL,reason_category
archivos de pediatría del uruguay﻿,False,Archivos de Pediatría del Uruguay﻿,0004-0584,2017-03-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
arctic and antarctica,False,Arctic and Antarctica,2453-8922,2019-09-17,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
arena : journal of physical activities,False,Arena : Journal of Physical Activities,2285-830X,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
arena hukum,False,Arena Hukum,0126-0235,2022-02-24,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
areté : revista de filosofía,False,Areté : Revista de Filosofía,2223-3741,2017-01-23,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
arhitekton,False,Arhitekton,1990-4126,2020-03-12,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
armenian journal of special education,False,Armenian Journal of Special Education,2579-2881,2022-05-27,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
arpn journal of systems and software,False,ARPN Journal of Systems and Software,2222-9833,2016-05-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
arquivos brasileiros de oftalmologia,False,Arquivos Brasileiros de Oftalmologia,1678-2925,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
arquivos do mudi,False,Arquivos do Mudi,1980-959X,2021-05-11,1677-09-22,Website URLs have security issues,DOAJ,,interesting reason
ars medica tomitana,False,ARS Medica Tomitana,1841-4036,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
arts and social sciences journal,False,Arts and Social Sciences Journal,2151-6200,2016-12-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asia pacific allergy,False,Asia Pacific Allergy,2233-8268,2017-10-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
asia pacific journal of clinical trials: nervous system diseases,False,Asia Pacific Journal of Clinical Trials: Nervous System Diseases,2542-3932,2019-06-20,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asia-pacific journal of oncology nursing,False,Asia-Pacific Journal of Oncology Nursing,2349-6673,2022-03-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian academy of management journal,False,Asian Academy of Management Journal,2180-4184,2022-03-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian culture and history,False,Asian Culture and History,"1916-9655, 1916-9663",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian efl journal,False,Asian EFL Journal,1738-1460,2021-09-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian exercise and sport science journal,False,Asian Exercise and Sport Science Journal,2588-4832,2020-02-06,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of agricultural sciences,False,Asian Journal of Agricultural Sciences,2041-3882,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of agriculture and rural development,False,Asian Journal of Agriculture and Rural Development,2304-1455,2017-05-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of algebra,False,Asian Journal of Algebra,1994-540X,2015-02-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of behavioural studies,False,Asian Journal of Behavioural Studies,2398-4295,2019-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of business management,False,Asian Journal of Business Management,2041-8744,2016-10-14,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of clinical nutrition,False,Asian Journal of Clinical Nutrition,1992-1470,2015-02-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of conservation biology,False,Asian Journal of Conservation Biology,2278-7666,2017-03-25,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of crop science,False,Asian Journal of Crop Science,1994-7879,2015-02-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of current engineering & maths,False,Asian Journal of Current Engineering & Maths,2277-4920,2017-02-23,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
"asian journal of engineering, sciences & technology",False,"Asian Journal of Engineering, Sciences & Technology",2077-1142,2017-02-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of finance & accounting,False,Asian Journal of Finance & Accounting,1946-052X,2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of green chemistry,False,Asian Journal of Green Chemistry,2588-5839,2019-08-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of management research,False,Asian Journal of Management Research,2229-3795,2016-02-15,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of pharmaceutical and clinical research,False,Asian Journal of Pharmaceutical and Clinical Research,0974-2441,2017-02-24,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of pharmaceutical research and health care,False,Asian Journal of Pharmaceutical Research and Health Care,2250-1460,2017-07-05,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of pharmaceutics,False,Asian Journal of Pharmaceutics,1998-409X,2017-06-21,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
asian journal of plant sciences,False,Asian Journal of Plant Sciences,1682-3974,2015-02-28,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asian journal of quality of life,False,Asian Journal of Quality of Life,2398-4279,2019-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian journal of sports medicine,False,Asian journal of Sports Medicine,2008-7209,2017-03-01,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asian social science,False,Asian Social Science,"1911-2017, 1911-2025",2015-09-11,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
asiatic : iium journal of english language and literature,False,Asiatic : IIUM Journal of English Language and Literature,1985-3106,2016-03-03,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
asimmetriâ,False,Asimmetriâ,1999-6489,2016-12-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
aspirator: journal of vector borne diseases studies,False,Aspirator: Journal of Vector Borne Diseases Studies,2085-4102,2020-02-17,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
at-turats,False,At-Turats,1978-418X,2022-04-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
atlas journal of biology,False,Atlas Journal of Biology,2158-9151,2020-02-05,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
atmospheric and climate sciences,False,Atmospheric and Climate Sciences," 2160-0414, 2160-0422",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
augm domus,False,Augm Domus,1852-2181,2018-09-21,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
australasian medical journal,False,Australasian Medical Journal,1836-1935,2021-02-02,1677-09-22,Journal not adhering to best practice,DOAJ,,interesting reason
australian journal of applied linguistics,False,Australian Journal of Applied Linguistics,2209-0959,2021-12-22,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
australian journal of business and management research,False,Australian Journal of Business and Management Research,1839-0846,2017-05-12,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
avances en periodoncia e implantología oral,False,Avances en Periodoncia e Implantología Oral,1699-6585,2017-04-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
avanzada científica,False,Avanzada Científica,1029-3450,2016-08-08,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
ayurpharm : international journal of ayurveda and allied sciences,False,Ayurpharm : International Journal of Ayurveda and Allied Sciences,2278-4772,2017-05-19,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
azerbaijan journal of mathematics,False,Azerbaijan Journal of Mathematics,2218-6816,2017-05-06,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
babelao : electronic journal for ancient and oriental studies,False,BABELAO : Electronic Journal for Ancient and Oriental Studies,2034-9491,2016-09-27,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
bali medical journal,False,Bali Medical Journal,2302-2914,2022-04-25,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
balkan journal of medical genetics,False,Balkan Journal of Medical Genetics,1311-0160,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
balkanologie : revue d'etudes pluridisciplinaires,False,Balkanologie : Revue d'Etudes Pluridisciplinaires,1279-7952,2016-09-30,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
banat’s journal of biotechnology,False,Banat’s Journal of Biotechnology,2068-4673,2016-05-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
bangladesh journal of otorhinolaryngology,False,Bangladesh Journal of Otorhinolaryngology,1728-8835,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
barbarói,False,Barbarói,1982-2022,2017-02-12,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
base,False,Base,1984-8196,2021-08-20,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
basic research journal of agriculture science and review,False,Basic Research Journal of Agriculture Science and Review,2315-6880,2017-01-04,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
bawal: widya riset perikanan tangkap,False,Bawal: Widya Riset Perikanan Tangkap,2502-6410,2022-02-16,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
baylor university medical center proceedings,False,Baylor University Medical Center Proceedings,0899-8280,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
beden egitimi ve spor bilimleri dergisi,False,Beden Egitimi ve Spor Bilimleri Dergisi,1307-6477,2017-06-16,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
beijing law review,False,Beijing Law Review," 2159-4627, 2159-4635",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
berkala ilmiah pertanian,False,Berkala Ilmiah Pertanian,2338-8331,2017-10-17,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
beytulhikme : an international journal of philosophy,False,Beytulhikme : An International Journal of Philosophy,1303-8303,2017-10-18,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
biblica : commentarii ad rem biblicam scientifice investigandam,False,Biblica : Commentarii ad rem Biblicam Scientifice Investigandam,2385-2062,2017-01-03,1677-09-22,Missing OA statement,DOAJ,,interesting reason
bifurcaciones,False,Bifurcaciones,0718-1132,2017-05-22,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
biodiversity science,False,Biodiversity Science,1005-0094,2017-06-24,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
biodiversity: research and conservation,False,Biodiversity: Research and Conservation,2080-945X,2022-04-14,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
biointerface research in applied chemistry,False,Biointerface Research in Applied Chemistry,2069-5837,2017-07-03,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
biological letters,False,Biological Letters,1734-7467,2022-04-26,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
biology of exercise,False,Biology of Exercise,1791-325X,2017-05-31,1677-09-22,Journal not adhering to Best Practice,DOAJ,,interesting reason
biomedical research and therapy,False,Biomedical Research and Therapy,2198-4093,2017-12-29,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
biomedika,False,Biomedika,2085-8345,2019-04-19,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
biopolymers and cell,False,Biopolymers and Cell,0233-7657,2021-07-31,1677-09-22,Journal not adhering to Best practice,DOAJ,,interesting reason
bioprocess,False,Bioprocess,"2164-5566, 2164-5582",2015-06-26,1677-09-22,Suspected editorial misconduct by publisher,DOAJ,,interesting reason
